100000 100000
m 67950 70916
m 10451 64847
m 46363 3643
m 41695 52744
q 87259 7512
u 97803 44934
q 20926 32604
q 60634 7236
q 89772 35905
m 62698 22799
u 4910 83991
m 62575 4001
q 99110 61549
u 14053 79532
m 46564 39792
m 33890 17722
m 95851 81818
u 69063 163
q 7705 52074
u 22265 71199
q 6884 76033
m 10638 53152
q 28855 27815
m 54445 740
u 58217 2789
m 82732 34591
u 68601 11398
u 56176 29756
m 45824 23712
m 92035 61967
q 15606 83999
q 80740 61132
m 51849 58000
q 60420 52312
m 23551 63620
u 27104 19300
m 68163 82155
q 45806 75557
u 81106 8575
m 1671 63216
m 32847 77700
m 52583 86436
u 38511 43691
q 5807 79444
q 66683 70017
m 72609 17811
m 91599 88921
q 35155 11934
q 40802 70435
u 51283 58110
m 98364 60521
m 18270 67517
m 43959 23097
q 15130 95820
q 77763 49738
q 20829 85399
q 99209 95049
m 53299 69824
u 3789 33239
m 75527 13568
q 91336 67300
m 60063 67651
q 47605 41559
q 61491 67469
m 4782 65741
m 24571 29736
q 32444 49785
m 83359 27760
u 89410 63566
u 19105 6992
u 52831 36785
m 12577 102
q 62271 63135
u 82600 82196
m 46738 77722
u 64020 54387
q 81370 56444
q 56668 8329
u 35214 19376
m 19880 36439
q 40297 85546
q 13218 24486
u 62189 10418
q 39951 23106
m 74951 62030
m 44532 78090
m 48158 59450
u 81159 43914
q 97084 59667
q 14748 9665
m 36699 82850
q 48433 45701
m 99810 95645
q 96952 35950
m 90175 41532
m 16214 55641
q 21258 79063
u 27985 44682
u 73180 91924
m 41752 56504
m 48422 30973
u 97697 22131
m 76115 35630
u 7844 78546
m 53448 8078
m 73416 42409
u 31268 95583
q 65178 39818
q 54416 84026
q 55570 52634
m 91853 66673
u 61694 10993
u 14924 43437
m 75120 17543
q 27224 27392
u 32711 25273
q 66113 10941
u 19608 93222
m 62612 37715
u 9386 86057
q 39790 52158
u 96387 9902
q 6701 10465
m 91498 63192
q 6424 12007
q 97834 50905
u 52575 70376
u 83718 82973
m 73448 59625
q 48933 3436
q 46189 36052
m 17863 37482
q 21721 78292
u 45961 47707
q 78167 68210
u 87980 67775
m 87351 95373
m 94053 41232
u 81330 11926
q 13468 32132
u 11050 28056
m 63808 62515
q 83833 99320
q 76848 40217
u 48312 166
m 87961 47436
q 15465 82479
m 59139 57231
q 5840 18947
u 10851 35052
u 41362 69681
u 4159 44449
m 19564 39079
q 11684 66930
m 95697 69968
u 9965 50244
m 57847 91807
u 18866 25682
q 37122 89689
u 40992 96067
u 11861 36671
u 52402 17240
q 77241 1586
u 17415 40271
q 3272 99087
m 75478 64467
m 29786 57720
u 64309 71419
q 62647 13367
q 24793 78549
u 91526 796
m 90775 49902
u 66225 59472
m 48737 97471
q 79262 19521
u 92090 57145
m 17176 97937
m 71577 6210
u 52844 82044
u 43678 94191
q 84354 41499
m 47824 38409
u 40963 20144
u 18115 69820
u 9377 99817
m 24411 63994
m 42225 20843
m 62102 14742
u 84395 82528
m 59275 8996
q 39923 66473
q 65057 73400
m 14780 11831
m 11860 75099
m 35086 97484
u 84308 86581
q 68351 96682
u 18275 20679
m 94661 60094
q 26460 14929
q 12020 23881
q 76641 31396
q 49678 55116
u 50407 91091
q 99572 7424
m 15281 30122
m 31143 87560
m 34232 40414
m 84760 76523
q 19179 80725
m 2765 18050
u 72213 8038
u 15425 55489
q 55452 57607
u 58997 69995
m 75283 55335
q 11033 5154
u 98532 97682
m 23867 24207
m 12227 97946
m 69663 44422
u 71378 83163
u 71199 92661
u 31139 56168
q 64777 36043
q 79302 17665
u 38199 44158
m 32652 37000
m 92202 3394
u 23404 10916
q 73831 57727
m 37755 13165
m 84634 32255
q 21721 27304
u 81781 71235
m 57479 68896
q 75133 8067
m 89325 48673
m 34336 15465
m 46758 12308
u 66789 80240
q 95597 28465
u 3384 62654
u 68260 58880
m 43866 25137
q 42722 15413
q 71793 31776
q 96425 82735
u 29313 28876
u 73658 57318
m 91257 94871
q 21102 10139
m 75808 2765
q 49186 75460
u 2417 64634
m 16036 54495
m 10472 49495
u 94470 4982
m 25184 1507
u 84489 57235
u 81652 59506
u 49486 39924
q 14121 79638
q 40592 34171
q 69270 19540
q 60094 52462
m 36166 16700
q 32244 736
m 13146 95893
u 28912 99886
u 54 82463
q 15553 94088
u 75274 11740
q 56601 25345
q 91962 10571
q 91366 25992
q 38457 27783
q 63615 24668
q 36325 53449
u 94275 13886
m 97636 32387
m 91547 66370
q 72281 67616
u 43220 61093
q 33595 44689
u 94040 75562
u 94646 17394
q 37791 40010
m 645 28281
q 91406 87205
q 10516 90167
u 56936 40259
m 92330 79350
m 45988 35429
m 57018 4352
u 7958 41223
u 98067 78661
q 50346 49090
m 59375 6740
q 27497 23040
u 86485 81299
q 72375 23839
u 99157 85128
u 36131 25828
u 18483 3370
q 74541 63827
q 49309 78341
m 95768 11178
m 56169 77632
q 32334 13098
m 76061 5059
m 98716 53218
q 846 66020
m 9793 11345
u 27878 33957
u 30640 2021
u 20793 9326
u 58831 55609
u 73849 38873
q 53392 64723
m 87245 94059
q 78780 81755
m 54881 630
m 75140 75235
m 91544 1034
q 14123 31555
q 69764 60282
q 84809 32957
q 74589 29069
u 27545 82224
u 74746 51397
m 59875 13899
q 87386 90807
u 14269 27296
q 21096 78494
m 53514 90709
u 47949 13335
m 86947 2897
u 494 67721
q 60310 12340
u 62904 93046
m 29003 88074
u 81924 4555
q 13488 55557
q 65867 10635
u 70346 81760
u 57899 93123
q 5343 80583
q 38057 6177
m 69251 41629
u 87399 35117
u 5364 17223
q 71819 46793
q 50250 38980
m 20850 60989
u 65466 21408
m 59594 3146
m 56478 64696
m 35123 8830
u 79365 57993
q 737 49833
q 32137 77476
q 38261 40302
q 36862 72334
u 53431 22463
u 32703 46971
u 68956 51870
m 83857 7592
u 90562 41310
q 16856 35655
q 51994 22451
u 78620 4047
u 1616 65575
m 6835 55496
u 95335 57307
m 86492 39445
q 13000 19572
m 73456 48539
q 64246 57173
q 58269 21846
q 40437 59492
q 58225 71235
q 54700 95721
m 79205 86931
q 716 76849
u 84949 32492
m 26803 27144
m 76390 63366
q 67563 52274
u 89913 25554
u 56084 21225
u 26023 15063
q 26090 60405
u 60789 60905
m 95211 16328
m 8758 70836
m 78262 65765
u 13656 55198
q 73916 59141
m 86708 58855
u 31488 87100
u 67048 43363
m 15915 14557
m 4197 6569
m 88030 83214
q 42593 91217
q 6353 51152
q 82682 94908
u 93328 49946
q 784 4430
u 42034 86679
m 33221 22302
m 51915 99125
q 59124 22806
q 68211 59209
m 26081 65665
m 20058 67452
q 78009 52478
u 37136 15282
u 77731 69376
m 28137 23167
u 96249 72669
m 33683 23607
q 30889 60339
m 63396 3469
u 11833 55404
q 50600 56081
u 83654 17354
m 97924 22311
m 43044 86292
m 54613 36589
u 20911 19231
u 63923 43213
q 4239 99792
q 88910 5797
q 6701 58126
q 70093 42823
m 35697 4944
q 70383 34310
m 64904 96712
q 37711 28890
u 65958 55428
u 31818 47846
m 70164 4429
q 15445 26447
m 28520 76226
u 23176 58536
m 29059 75519
m 97731 92873
m 28498 23688
m 65173 5879
m 54894 16634
q 21006 45931
m 87161 51171
m 61659 21380
m 72585 14729
u 26491 71692
q 36304 77305
m 71191 901
m 29003 23260
u 49357 3552
q 28480 5322
m 19826 42515
m 191 58269
m 89669 63180
m 78825 27449
q 36400 56871
u 64914 95721
q 31371 33134
m 68864 71153
u 68908 81529
u 97441 12067
m 75538 58191
m 45102 45291
m 14316 67485
u 33382 51596
m 26015 24846
q 13258 97940
q 26680 55844
m 50951 15799
m 3250 56018
q 41052 93684
u 79662 89972
q 16035 34049
u 11430 9524
u 74166 25874
m 28824 22636
u 36610 12965
u 1660 7631
m 48984 56795
m 50342 63871
m 58208 44277
q 49789 82093
m 37831 32170
m 30528 80595
q 99678 3531
q 2916 67574
m 40242 22347
u 45947 44478
u 21838 88263
u 23586 54080
m 2922 85184
q 8917 57572
q 8449 48411
q 79523 53878
u 85764 29165
m 17123 23897
q 82678 83402
q 86647 65423
q 12470 41207
m 88239 69911
m 25705 3575
m 58420 39988
u 15730 29423
m 93159 37892
q 8701 13824
m 74207 94165
m 83627 34037
u 69079 6250
m 86736 3603
q 41426 29297
u 28683 9504
m 24608 40187
m 67330 14817
m 66527 1864
u 53013 40706
q 36074 32456
q 47658 81207
m 75771 89287
m 2341 97937
q 18653 9798
q 92829 43667
u 77695 45079
m 43850 86346
q 97173 70821
m 53092 26459
m 47569 40555
m 44868 63959
q 63931 2901
q 78497 15120
u 9031 39020
m 65670 19735
u 91608 25566
u 84229 33289
u 25748 66347
q 55346 67748
q 33868 10275
u 34937 73284
m 43492 90858
u 78741 36120
m 19140 58236
m 55503 72575
m 6249 10639
q 13126 30002
q 83953 6102
q 40461 4333
u 42241 76431
q 22343 11358
u 73533 72112
m 29886 84747
m 94295 72859
q 69792 61113
u 98880 49404
q 35869 70138
m 95054 94929
q 49660 24442
u 22361 7863
q 24870 62510
m 96197 15273
u 88713 47828
m 84800 26253
m 48323 22989
q 8189 83459
u 88632 45568
q 93407 66870
u 69047 13627
q 350 30866
u 91831 72321
q 83017 89646
m 57619 67257
q 37216 35375
m 93838 18920
q 93098 20061
m 69852 1302
q 14190 56869
m 64837 87422
u 33733 21227
m 41693 14245
q 92397 97116
u 93529 97160
m 88324 5958
u 66550 19029
m 43458 65901
q 98141 43853
m 74706 84763
u 58504 9543
q 64282 44297
u 58556 93308
q 26540 90901
u 82115 41442
u 38221 49806
m 72945 41809
m 38110 74142
u 3351 8074
m 21634 18863
u 17096 42239
m 39442 21177
q 19868 72504
m 92446 47878
u 46428 46352
q 66762 39808
q 5254 70826
m 21824 29345
m 57429 98576
u 13750 68744
u 28561 99298
q 5771 49166
m 82564 61232
q 17576 6838
q 53741 660
m 76431 58189
q 50886 4846
m 36236 12869
u 50862 23488
u 44490 77145
u 84090 15994
m 14813 41471
m 19642 92263
q 76465 24539
q 85863 71292
u 84475 81565
m 88088 48002
u 90227 58675
m 33623 93403
u 6145 98307
u 14554 37046
q 73509 98316
q 98257 87583
q 91482 94276
q 64335 90251
m 62401 57634
m 94462 51774
u 24315 34870
q 86255 76164
u 53487 72026
q 62147 25020
u 91571 43514
m 34956 71344
u 31278 2472
u 51007 58995
m 42982 89172
u 23289 68486
m 55541 79293
m 41994 73051
q 6753 57035
u 9346 19831
q 75739 64957
m 71185 53644
q 45295 27205
q 51665 33317
m 84285 50755
m 15193 48871
m 59698 76713
u 832 8922
q 96998 43959
u 90966 5820
q 22485 31129
u 8199 45051
m 99697 46486
u 22799 99116
u 53509 69235
u 28748 17282
u 30002 87556
q 45690 15031
u 83432 16075
u 67082 43378
u 90459 17560
m 21559 51704
q 13294 73424
q 10343 57260
q 87843 25356
u 66898 27125
q 49579 22497
m 20287 76872
m 26089 95880
m 63297 36636
u 93166 37362
u 41999 24264
u 44031 5043
u 32895 54127
m 42771 31976
q 28327 62542
m 57611 18461
u 38252 95912
u 60892 99702
m 76631 5910
m 20335 36660
m 49739 62016
m 38438 32507
u 2524 31845
u 61297 99113
m 41183 32723
q 92063 18081
u 21263 36296
m 83453 29318
u 61930 59430
q 14013 1916
u 59858 34625
u 51086 57366
q 59402 8657
u 10834 31396
q 82848 8131
u 95316 60281
m 21625 92672
q 47395 58935
q 2073 95910
q 88696 8523
q 53384 67995
m 51295 91383
m 82255 98750
u 21316 39575
u 76768 41166
q 22132 28997
q 18392 97934
q 32071 90982
u 54303 14188
m 82565 47168
q 23225 17697
m 75644 80262
q 10419 92501
m 55872 34597
m 31155 54625
u 92050 97761
m 16700 5663
m 90644 15308
m 18708 59912
u 99086 4420
u 8523 38585
u 85286 75108
u 90212 33052
m 24725 77072
m 18394 89874
u 56172 23827
q 22387 51487
m 21935 24041
q 62096 49057
q 14138 14421
m 7812 78443
q 60238 4000
m 55899 2598
q 55937 35735
q 87776 83141
q 53813 7399
u 71249 51191
m 55072 79607
u 50466 20336
q 90556 4921
u 38379 47773
q 58618 4227
q 15682 67561
q 18456 30987
q 42408 30629
m 46255 73396
u 56744 48699
q 83168 14363
u 13731 67484
m 29038 82447
u 91287 87312
u 95378 43707
q 43065 98298
q 2992 57439
u 92828 61359
u 79260 7778
q 15938 78631
m 20231 41209
u 90 25646
m 16064 97784
u 38962 20003
q 62492 32340
m 75995 81252
q 54231 18917
q 95796 79881
m 78624 44780
q 69277 86472
u 14431 35517
u 95467 57044
m 63106 24347
m 67326 56704
u 50295 48113
u 67278 78697
u 32903 44123
u 63918 81657
u 62351 80093
q 6407 64509
u 70687 85476
q 56888 8382
q 63750 53042
q 24655 62550
q 65884 36357
u 98197 32779
u 92020 53479
m 3376 35766
u 33797 45130
m 68981 54376
u 21519 80777
q 57759 83357
u 74064 91474
u 95762 3002
m 20433 15332
u 82141 87540
u 1013 8722
u 92251 50396
m 55071 89557
m 23346 15534
u 44871 82163
u 30050 20757
q 96876 82741
m 95341 91057
u 47046 61740
m 89579 66603
m 53924 75788
m 47012 47772
u 46455 94404
m 73690 36477
m 10350 94777
q 460 7209
u 6268 7919
m 98367 97622
m 40626 79841
m 46428 5882
u 13448 48460
q 23016 11365
u 25312 66628
m 65452 74648
m 9714 95584
u 55436 96657
u 52409 49567
m 92780 49791
q 19442 47193
u 60600 720
m 8816 68359
q 83819 96318
u 14098 17002
u 92928 92416
q 75121 95212
m 69582 70915
m 65571 37800
q 29067 81367
q 53034 57197
q 95346 72828
m 5431 93094
u 83267 84445
q 96943 13669
q 48968 7840
q 88887 27802
m 44768 51713
u 5120 97466
q 89746 65461
u 16851 76115
u 16377 55440
m 50126 60550
u 30407 83315
u 60926 76862
u 59886 12810
u 34019 94829
u 37128 2862
m 1507 45725
q 22621 46806
u 44136 93314
u 62406 14521
u 30938 91852
m 48071 94845
m 5192 28125
u 39577 21998
q 33661 76089
q 97093 5916
u 58490 38694
m 5990 24915
q 45983 99558
u 89365 86266
m 53796 55167
m 49302 67167
q 71171 40550
m 5987 17793
m 24580 99289
u 14838 71395
q 15506 30328
q 78942 19409
m 56177 47357
m 94647 90188
m 35790 59340
m 51265 43672
m 81863 81149
u 14539 66861
u 61035 91192
q 8642 99877
u 32360 63870
m 36194 24354
q 73989 12542
u 515 75876
q 44838 38541
q 7400 215
q 11060 59846
u 47226 21803
u 59941 47588
q 47940 50544
m 17315 1658
m 14439 51834
u 67654 18431
u 13750 88234
u 52520 50507
m 60826 23466
q 95047 39207
u 65076 34183
m 22677 82087
u 7911 99524
q 1518 95778
q 19306 41552
q 97781 94076
u 23311 15001
q 87790 25758
q 27958 62011
u 91194 26901
m 37428 11545
q 1864 21632
u 96101 38036
u 16058 53974
m 69792 78596
u 40891 53813
u 85972 44673
u 59362 74271
q 50171 79910
q 3423 33340
u 1870 72358
m 69451 81218
u 84176 3464
q 41236 30998
q 742 52400
q 65424 84394
m 30658 65865
m 62048 39635
m 40857 89301
u 73481 46130
u 44600 99475
u 59806 21251
m 84650 22112
m 44025 76133
u 58474 96049
u 16442 5502
m 66914 33619
u 72235 25600
m 41647 26405
u 12929 41912
u 75914 93166
m 41283 68426
u 86189 64192
m 80415 48940
m 35856 73557
q 5176 47540
q 32101 9266
q 33448 53100
m 33724 30263
q 63400 21211
q 79296 51849
u 74657 99563
u 63093 50257
m 67979 81758
u 78818 55807
q 16160 36719
u 15580 55001
u 93713 84164
q 83185 44147
q 65174 66111
u 68811 20831
u 55823 37238
q 8394 37473
u 25525 3213
u 52562 86870
m 47035 33949
m 11625 54932
q 8500 96423
q 83159 16505
m 39041 75234
q 55643 97697
u 95224 91688
u 24593 24145
u 5078 12008
u 84361 84472
m 82774 79614
u 21000 73595
q 31377 35470
q 76363 22075
q 62108 1152
m 13556 9103
m 4129 30574
m 5359 96761
m 9846 8598
q 1016 16036
u 24481 73364
u 65965 88443
m 79733 94701
q 26370 39096
u 64880 53028
m 16305 36516
m 5426 11134
u 99880 3316
q 68581 21909
m 61516 31200
u 60248 18817
m 59849 23540
u 54951 83499
u 511 55739
q 28584 89947
m 70599 44717
u 40802 80092
m 45037 9082
u 35071 36745
m 15653 11600
u 68605 96490
q 21380 42382
u 19322 92369
m 90346 5235
m 78832 22400
u 55440 91723
m 14562 28556
m 3225 90359
q 1594 34868
m 9924 57377
q 9547 2426
m 65619 10604
u 47801 34369
u 40910 22346
u 26495 57162
q 81396 51641
m 39290 37703
q 93918 29385
u 76257 85323
m 6765 96577
u 22200 92169
u 86202 81276
u 80276 87644
u 56236 88104
q 49929 99338
m 16009 85807
m 24418 61493
u 77421 41019
q 27515 82731
u 84931 71450
m 63872 20217
u 32996 7190
m 21029 23372
u 34010 88589
q 54807 63233
q 3825 33767
q 84194 84838
m 90478 31118
m 96678 53037
u 58152 9017
m 52960 43242
m 9691 11885
u 31052 1777
q 64771 9364
q 62302 43649
m 53023 98423
q 17163 98530
u 34061 44392
u 70204 80040
q 89779 56302
q 22895 67237
m 99062 60944
m 3827 62543
u 46928 52641
u 33172 82970
m 57941 31100
m 82125 54806
u 16579 33727
m 42221 73618
u 29126 55216
u 16183 77963
m 76567 4398
q 93257 86514
m 64040 25808
m 62523 48395
m 59494 19202
m 11609 66954
u 57882 38373
m 54834 94684
m 43395 13264
u 33013 38431
m 4731 58722
m 51134 89068
u 16879 71338
m 74245 77817
m 45348 3144
q 83804 73872
m 70974 86061
u 22436 14003
q 6539 10832
u 83488 80612
q 86349 59774
q 64743 65541
m 86718 80975
m 48387 22275
u 6955 49019
u 71204 97367
q 70913 90716
u 7999 7531
u 72905 9621
u 35830 99852
u 39981 73590
q 69315 728
q 97063 48962
m 5125 70352
q 61102 8522
q 96777 69090
m 8165 44792
q 33995 66376
u 92352 17528
m 19244 99293
u 54602 26686
m 43450 93085
q 10863 64061
u 96287 52500
q 18205 45540
u 69410 45517
m 63089 75220
m 84993 3946
m 48806 68058
q 78230 69238
u 64360 14206
u 50932 56534
u 85704 49957
u 58806 85672
u 78529 91626
u 74675 89537
u 53670 90262
q 52016 89390
m 76972 95926
u 43051 7238
q 76566 83133
m 92393 50272
u 40414 53531
m 55499 94958
q 93550 12866
q 16801 22609
m 95634 89360
m 58781 50126
q 95442 10524
q 75322 51736
u 96064 7725
q 20606 79783
u 7936 9986
u 3201 49508
q 50367 41048
u 98065 34433
m 8608 73958
u 47182 35017
m 32070 50853
u 43062 25195
m 96339 72681
m 18062 63146
u 78370 66719
u 17218 84410
m 25279 16497
m 67976 20779
u 59388 65067
m 26416 22021
m 65756 43198
m 82565 24252
u 37265 12692
m 23645 4163
u 97959 97284
u 81874 73323
m 64054 41515
u 39546 3369
m 47209 48603
m 15943 74574
u 76080 7757
q 29121 46506
m 91402 36889
u 84594 35220
q 20277 61103
q 11697 29396
q 11775 3593
u 77046 97904
q 60969 47997
m 68798 96620
u 92629 96188
u 75862 19273
q 30207 90086
u 11434 15791
q 99490 51302
q 67799 43689
m 34099 47004
u 85912 50093
q 27695 66155
u 3049 32680
u 53514 32672
u 43750 94923
m 91051 67935
m 974 84892
m 73102 34820
q 68801 30717
u 12023 49077
m 41372 37352
u 99761 1808
m 42140 91077
q 12530 16855
u 39749 2566
m 44132 57550
q 32611 13619
q 29737 15324
u 12191 77210
m 5307 87338
q 74740 79297
q 72773 29695
u 73414 51900
u 61576 75545
u 43892 65779
m 9720 34612
m 11686 52394
q 17081 56835
q 40998 90674
u 95853 52220
m 15677 67600
q 8377 3364
u 75456 85451
q 67987 68321
m 35013 38877
q 80903 71412
m 23328 53551
u 95150 3206
m 23672 71372
q 47742 14096
q 16484 63632
m 38627 98813
m 97716 59475
q 41673 26648
u 45406 22845
u 93766 97219
m 91207 16467
q 83657 81631
u 88845 66084
q 36170 53361
m 33197 4261
m 33230 36202
q 95408 75243
m 34828 74896
u 5404 84517
m 81367 6936
q 91326 36562
m 58020 83895
u 3881 15206
u 56848 96649
m 74489 39855
u 98322 23705
q 95628 539
q 95246 97153
m 50536 28302
m 7625 38879
q 15655 5925
m 52592 5300
u 57898 15085
u 40834 85405
u 44909 23493
m 76508 57092
q 45392 61240
m 14279 44264
u 8518 46856
m 476 91726
m 17036 23215
q 16738 18860
u 65047 97682
u 40733 35852
u 18157 56153
u 32618 27491
u 24487 73233
m 95660 28028
u 59892 68972
m 28914 97289
u 53412 30919
m 13588 53926
m 15623 24035
m 94903 78100
q 76205 20571
m 71711 54274
u 41324 7620
q 45035 29576
u 64113 73733
u 66415 11809
u 74394 51124
m 67947 84784
q 52093 85340
u 59136 53003
u 66386 63200
q 54593 2897
q 50619 99046
m 70566 73838
u 2066 34066
u 16863 23553
m 94334 99779
u 61734 58559
u 96689 24853
q 15809 54812
m 27107 11967
u 9179 18721
u 59245 82671
q 24325 18270
u 88346 8922
m 174 57547
q 69642 64257
m 4498 89076
u 36587 43165
u 83033 79310
q 50941 15045
u 66794 31924
q 81500 9572
q 16834 38269
m 74638 90923
u 58998 59413
q 53783 48363
q 62776 3917
u 20164 83993
m 48373 52417
q 71377 1150
m 77780 96165
m 1569 8198
u 40329 36846
q 53837 38793
u 9014 78680
m 13494 3130
q 17926 82900
u 1864 12673
m 76514 22165
u 51897 14253
q 19999 1633
q 70678 86133
q 56126 15625
u 31515 56065
u 50166 18543
q 35506 7965
m 44658 80227
u 52126 88358
u 55464 14558
m 16700 79044
m 1764 44125
m 48619 50833
m 81180 63334
m 35 23805
u 34869 7171
u 28777 98817
q 19566 87788
m 22538 23848
m 87749 52628
u 68561 33336
q 85924 85693
q 73615 98216
u 25671 22830
u 15557 38105
q 61909 70017
m 75280 90859
m 11945 24783
q 25161 58859
m 6232 56718
u 43791 69628
q 60716 25758
m 61649 85777
m 86968 8229
m 9917 28817
q 515 43441
u 25442 10252
u 14042 42146
m 61883 14356
u 30291 71984
q 52797 5559
q 43985 16244
q 63683 42904
m 58639 90527
u 86557 24901
u 80839 33716
u 90733 3138
q 15573 98946
m 37225 29186
m 78192 75289
q 97655 48218
q 31698 36641
u 64588 16941
q 59508 75377
m 75173 45972
q 82710 58867
m 37450 37174
m 7488 63860
u 63726 19975
u 7227 74463
m 69877 9601
q 6163 14459
q 87904 86930
u 46817 47782
q 55013 23870
q 34248 22742
q 66594 47822
q 29735 29797
m 15630 32203
q 28493 5730
u 15552 44893
m 56910 71391
q 86578 54223
q 647 96
q 2636 44212
m 11543 85824
m 73055 81309
u 36360 40490
q 89960 8624
q 36926 36708
q 85467 73803
m 33206 85864
m 44233 92506
m 65466 22111
q 78851 9237
m 35521 28841
m 5789 64576
m 91260 76382
u 6907 46297
m 8233 58293
m 45205 25179
q 137 39636
q 31239 63449
m 65489 65094
m 35431 51966
q 44316 77975
q 42848 26320
q 20236 70366
q 42963 25993
m 1892 88945
q 23914 95034
u 24938 43771
q 46734 51635
m 93502 75131
m 10826 44172
u 91720 5263
m 87908 24469
u 29784 65707
u 58013 42676
m 61018 76309
m 63198 85345
u 42155 77720
u 7915 89750
u 85342 80549
u 83436 43591
u 46747 14619
m 60577 84587
u 41862 2096
q 64964 92007
q 25493 53662
u 87205 37983
u 16777 32206
q 26449 60608
q 51181 1497
u 72460 48718
m 5294 15772
u 1488 90908
u 48826 63903
m 86319 92163
q 6079 67467
q 73499 64734
q 88119 99584
m 86916 23222
u 41550 78459
q 9649 70770
m 61888 5264
m 19441 42985
q 11727 49166
m 76886 83607
m 8366 89582
u 36706 56870
m 78522 89760
u 508 56083
m 14616 32999
m 36260 1055
q 32162 76572
m 14924 91867
m 81103 22049
m 9714 9227
u 83264 84978
q 95782 73573
m 57726 32220
m 50547 35138
m 29405 43277
m 96332 32053
q 24067 40571
u 39694 67740
m 57512 4456
m 68390 49128
m 98230 95561
q 44029 14163
q 49084 82983
m 77223 47689
u 31324 79295
m 6343 57562
m 94101 26539
q 98325 39318
u 62831 9611
q 7506 55329
m 43160 62727
u 96270 45813
u 46901 29683
m 91740 4208
m 58404 65496
q 68654 16545
q 76002 70463
q 84466 32100
m 96064 31897
q 7318 41139
q 93940 45053
m 44513 58258
q 34090 79420
m 36239 41430
q 39666 23494
u 61106 77118
q 80546 42972
u 63348 76468
q 43753 58566
q 34523 23904
u 30009 17559
q 55542 53215
u 24652 29634
m 72311 3228
q 60673 52480
q 56194 75845
u 65103 46458
u 38335 57923
m 75386 24570
u 54406 79995
q 98983 48407
q 95449 44049
u 90559 29896
u 42649 2828
q 392 4999
u 33238 43469
q 77235 34793
q 5120 77767
q 60388 52203
q 68834 20288
q 23891 97033
u 27445 62410
q 24420 442
m 51708 85051
q 5153 83706
u 6250 85687
u 33485 61703
m 46669 96881
m 64626 36265
q 91060 71962
u 39098 94246
u 40797 65653
q 8350 50740
q 15020 98299
q 18905 15348
u 36841 53881
u 30441 23137
q 29176 71855
u 12620 76893
q 80024 20204
u 86682 42065
m 3247 43229
u 74853 87040
u 87252 24150
q 65376 51899
q 75553 440
q 45605 30741
u 40732 65593
u 92772 25662
m 3389 48449
q 31738 20695
q 19424 62383
u 69175 41334
m 1141 66109
m 46684 50149
m 50414 48419
m 42721 86167
u 19333 95394
q 76044 75531
u 15185 45398
u 17675 51134
u 71481 77922
u 13841 83942
q 22530 83608
u 36050 20108
u 74548 53466
q 61816 45517
u 61053 19656
m 80177 18677
u 93237 2946
q 45646 97044
m 97022 45553
m 81425 80351
q 49437 77081
u 40772 69394
m 53580 35018
q 98039 84974
u 75636 67860
u 2951 79915
m 85050 53489
m 94867 8803
q 21874 60683
q 9953 88336
q 37239 89164
m 96937 11981
q 63778 72936
m 63961 65002
q 5923 26789
u 61285 46623
q 97258 76661
q 87275 20447
m 78154 41641
u 2376 36425
q 27245 71017
q 33004 45012
q 94388 44772
u 33394 16586
q 57114 57879
u 96965 9177
q 18594 49667
m 51283 49706
m 71462 95067
u 10995 6474
u 48125 92975
q 75514 57421
m 84252 58090
q 64832 48218
q 34511 49066
m 13377 97164
u 31806 55709
u 55721 80563
m 4733 51408
m 87547 99461
m 51403 1025
q 73076 41313
u 11956 73749
u 36515 20282
q 62473 84903
q 13621 63253
q 37095 70014
u 46891 54559
q 78565 57003
m 17380 15373
m 22691 57253
q 76773 2196
m 69950 64171
q 23141 91354
u 8513 30806
m 58265 61627
m 15273 51342
m 55837 34818
q 13506 53352
u 71213 78571
q 86710 78198
q 11445 71500
q 0 18785
q 51602 82282
q 65112 17324
u 68950 83523
q 34473 60498
q 51481 87904
u 93481 69710
q 59432 70394
q 95151 87603
q 45977 57008
m 75540 21440
q 18992 46806
u 54594 19172
u 26147 93353
m 76949 36757
u 92301 63794
m 12006 23721
q 75980 42339
q 9924 83168
u 19958 3524
m 1128 55720
u 62655 21133
u 52696 21411
u 22618 2693
q 85011 58664
u 89189 22442
m 23854 81115
u 40732 35222
u 88105 4369
q 22489 82468
m 57969 90190
m 74194 62598
u 6389 61092
u 95413 27872
u 45340 74523
m 19938 8697
u 67589 28734
m 2875 6552
u 97091 27461
q 32161 54380
u 17565 24789
m 6473 87599
u 153 55587
m 66800 58171
m 52366 10454
m 69092 82055
u 43027 430
m 44796 48716
m 17068 9538
u 53863 91510
q 65937 21552
u 62042 70413
q 38470 2700
m 30288 57983
m 64325 70158
q 25605 93216
q 24184 9081
m 86864 10340
m 40181 55738
m 92797 12064
m 16708 27387
q 86965 32704
u 55460 62720
q 57444 79300
q 9992 49491
u 29822 77115
u 55797 20275
q 6719 68425
u 78896 98186
m 38179 68287
u 81591 78203
u 65806 39860
u 88179 14835
u 13158 79151
q 32421 78502
u 6993 56157
m 91299 15111
m 16098 90910
m 80301 688
u 22080 40560
u 81701 90438
u 21526 10501
u 53689 19383
m 94670 86038
u 59273 30862
u 35670 23573
q 15987 93032
u 77987 17625
u 78779 53762
q 57782 73173
u 2570 11592
q 52412 41996
m 61631 22146
m 78204 41389
m 23609 65768
m 42632 55346
