10000 10000
q 4957 4384
u 8905 8960
u 1510 2285
m 9251 9890
m 2330 4433
m 4900 3966
m 9095 6905
m 1948 1881
q 5800 7001
q 4381 2713
u 2161 4314
u 3655 9959
m 4032 8680
q 5564 7861
m 7580 9154
q 3187 7127
u 8114 7872
m 6055 2991
m 1749 2988
u 5633 9831
u 3253 5744
q 842 5613
m 9011 7090
q 9623 2384
q 2545 8551
u 5032 2763
q 2889 3026
u 638 2351
u 6566 1342
u 3418 3177
m 433 2230
m 6334 8965
u 1422 3626
m 5514 6648
u 4273 1829
q 284 4066
q 6022 3605
u 947 7644
q 4431 7283
m 4888 6792
q 5971 5664
q 2416 3620
m 6008 329
u 7372 5220
q 8855 991
q 5831 814
m 7750 7801
q 108 335
u 8619 5465
m 4233 7806
m 3239 5193
u 2495 586
m 9280 7843
q 2160 8101
q 466 6770
m 3808 1168
m 6470 1040
u 892 1366
q 4508 93
u 733 6204
u 3654 6127
q 9955 652
u 9776 8547
q 6961 8179
m 8387 6537
u 8252 2160
q 8229 3975
u 7351 5316
q 3299 5598
q 9359 9968
m 9217 648
q 8469 8515
m 9988 8739
q 9364 7314
q 9827 8863
m 4587 9485
m 1314 6114
u 3981 6942
m 7094 4635
u 3951 397
m 6110 4118
q 5930 370
q 776 3021
u 2575 7013
q 4641 5577
m 5057 472
m 9458 6348
m 8218 9984
q 5399 4452
q 9599 5962
q 6873 9326
m 9443 7324
m 3055 3435
m 7222 654
u 5611 8136
m 5003 5564
u 3350 2570
m 4475 4676
q 6302 876
q 5746 3331
u 3324 6024
q 4212 7845
q 3434 4102
u 4610 5636
m 3431 895
q 5636 1791
u 9246 5594
u 3839 3982
q 8141 5661
m 9276 9123
q 375 6675
m 3495 8077
m 8550 1810
q 7511 2409
q 9764 3363
u 3339 4067
u 598 1566
q 1689 5905
u 1966 316
u 8944 4190
u 6560 3199
m 6476 211
q 9341 5825
m 4205 2938
m 7038 8892
m 1072 5401
u 4269 7331
u 5704 2414
m 5334 4249
u 5989 1584
u 2344 8418
m 7223 9468
m 8223 3520
m 8383 7687
u 6821 5815
m 5032 5321
q 3945 95
m 6222 3703
u 6277 403
u 6213 6948
q 2851 364
q 2160 217
m 1189 5391
q 2305 8620
q 3631 6938
q 5661 7565
m 1191 6712
m 4208 5073
u 7161 1327
q 8197 8655
q 6307 1502
q 6030 3060
m 8893 2748
m 417 6380
q 6130 4784
m 7702 6963
m 3039 3120
q 5484 5259
u 6291 3375
m 4996 9924
q 1932 5474
u 9829 3600
q 3263 8117
m 18 1994
u 6758 8832
q 3035 6914
m 8414 4536
q 7780 1085
q 9461 8033
u 1613 9029
m 2196 7992
m 8121 7867
q 2962 379
u 7588 7114
m 5549 4042
q 5271 5364
q 5702 9018
m 2294 4155
m 8045 9431
m 8617 5787
u 5911 5959
u 9424 59
m 4684 3741
u 4992 1216
m 7851 9256
u 8504 5203
m 518 9337
m 4779 2530
q 2253 1490
q 6231 480
m 2569 983
m 2444 9577
m 4246 7536
u 5623 831
u 9999 1599
u 6432 6410
q 7246 1062
q 4133 1667
m 1074 6453
q 8163 8699
m 2552 2559
u 5260 3894
q 8471 68
q 7830 5598
m 3747 3639
q 868 3716
q 5067 575
q 8854 5026
m 4245 3486
m 6079 4687
u 5586 2029
m 5315 860
q 4908 1074
u 9751 7843
u 2470 6535
u 3618 3612
q 8373 6767
q 2607 5906
q 7108 7864
m 4327 6804
q 5878 4670
m 3308 9890
q 3514 9769
q 362 7115
u 2575 3471
q 2038 8218
q 5908 1807
m 3453 4295
m 706 1933
q 9304 533
m 7293 9354
u 5952 3937
m 844 8661
q 9256 6534
u 4042 4340
m 2537 714
m 4021 426
m 1229 3586
m 3194 7899
u 4571 2130
m 8442 7569
q 5652 9940
q 1378 6197
q 3802 6977
u 8211 3660
m 3493 8882
q 1501 9734
q 4928 3222
m 1943 7452
u 9632 8246
q 6839 152
u 3128 1668
u 7732 9072
q 7479 5775
q 7922 15
u 124 8261
u 1747 9181
m 9679 2989
m 474 6638
u 1893 5342
q 9600 5329
q 5376 7188
q 9178 627
q 6070 202
m 1807 7104
q 1950 3057
m 777 4963
m 9182 8202
q 3987 2354
m 5882 4241
m 4711 7819
m 7121 1585
u 3409 6607
u 7681 4280
q 2697 5019
u 762 2853
m 4794 9777
m 4935 7141
m 9340 2920
m 1894 4169
u 1694 8476
m 9160 2954
q 9261 5861
m 4664 3871
m 9940 8900
u 1941 7458
m 2158 9446
u 6397 7219
m 6270 1252
q 9551 4068
q 7597 7690
m 323 7099
q 7746 8638
q 1930 3645
q 5942 4316
u 1764 2593
u 9948 3244
m 3784 4355
q 4336 862
q 272 2362
q 5928 8506
q 2887 6524
m 2861 4233
q 4004 6633
u 8740 630
q 7569 2005
u 4771 5596
m 1582 7797
m 1243 4909
m 3464 1302
q 4319 3863
u 9265 3904
m 9957 7435
q 3923 3244
u 8353 8060
q 1907 6577
q 5121 9047
u 2689 263
u 666 922
m 1401 5041
u 6061 3185
m 1616 6331
q 3801 1311
m 4004 2361
u 421 5585
m 4321 6875
u 2044 1073
q 3267 1860
q 6496 7157
q 8723 455
u 9563 3615
m 8988 440
u 9681 5854
q 5457 7503
m 5961 9058
u 3296 4135
m 5089 9360
q 8530 8456
u 3564 9555
q 162 5244
q 8323 8541
q 5636 7699
u 6547 5328
m 4316 7193
u 6440 4420
u 366 2022
q 2910 952
u 2119 2261
m 7865 5939
m 360 4939
m 577 3015
u 6156 5354
u 8347 3855
u 4335 9517
m 7370 2040
m 8484 6164
q 1861 2756
u 3794 634
u 137 1757
q 9776 3838
q 2438 9478
u 1195 7786
q 4935 3221
u 2942 6557
m 8362 5210
u 4931 1158
q 966 7410
q 6689 3336
q 4116 8554
u 3423 4988
q 3040 3020
u 9220 4983
m 8621 7867
u 9512 5640
u 6580 143
u 9299 5487
u 8851 8068
u 8274 3813
q 5074 9973
q 8446 8647
m 950 6534
u 8069 7865
q 5887 9753
q 5266 908
q 2036 6139
u 3352 6455
u 1052 2017
u 5486 6777
u 6718 3973
m 5304 6198
u 3593 4878
q 5976 6075
u 9578 5852
u 380 6712
u 590 6121
q 8033 5208
u 7807 4971
u 3434 7998
q 4497 5509
m 4212 198
u 9991 2063
m 5779 6815
u 3323 4
q 9822 2929
m 4407 325
m 7807 7903
m 6285 4480
q 114 5406
q 2515 4583
q 1566 5093
u 2472 2432
m 4484 9764
q 9093 4315
q 8836 9149
q 3713 3116
q 4360 6402
u 5429 6961
q 3047 8773
u 5691 3718
u 6303 756
u 7979 8351
q 6767 876
u 2198 8494
m 4693 9942
q 5768 9666
u 962 3741
q 7309 5706
m 9202 706
q 1803 6747
q 8849 6241
u 8118 7846
q 8803 1583
u 6040 5100
q 9132 6603
m 4281 4439
u 7772 535
q 3867 8774
u 7910 9302
u 5739 3999
u 5733 6258
u 9475 1688
u 1789 2033
m 1212 5925
m 9158 7336
u 962 4382
m 9010 7732
q 7539 7532
m 6345 6856
m 3689 6556
m 3592 5570
q 3779 6773
u 7346 1184
u 6953 6206
q 5332 4615
q 7311 3258
q 3989 7229
m 7213 9877
q 9464 2116
m 1777 7777
m 2221 538
q 4683 1624
u 9477 6270
m 2144 5315
q 6220 4045
q 3058 525
q 2692 1757
q 7302 2799
m 5580 1876
q 7558 1978
u 4232 2984
q 7593 6440
m 7497 9367
m 2127 6500
q 1707 3959
m 6137 8238
m 8336 3518
q 601 4604
m 1402 2616
u 7136 9828
q 8560 2266
q 7900 3625
u 2631 2156
q 6640 2695
m 5092 5385
u 8900 1358
u 4946 4387
u 5710 6399
m 3203 1275
m 8723 5361
u 9628 3562
u 7252 5788
m 493 3850
m 4171 877
q 3713 6766
m 8987 5175
q 7498 718
u 8177 1869
u 8168 5697
m 7903 1723
q 8568 6597
q 4996 2205
u 9313 5745
u 3012 6951
q 5512 1848
u 115 6439
m 5379 6097
m 3821 1386
u 7582 6803
m 1717 3151
q 8889 3816
m 6165 9298
u 6043 9428
m 5643 9828
u 1647 9165
m 9775 58
q 4945 412
m 1544 9515
u 8246 1133
m 1023 9415
u 8843 1644
u 7273 8690
q 792 1115
m 3363 6454
q 7487 2078
u 775 1094
u 5761 6015
q 6916 349
u 4041 924
u 1762 6681
u 8340 114
q 8286 5396
m 6572 4181
u 641 5420
q 4558 9326
u 6967 935
m 9520 5971
q 5148 1356
u 3731 5212
q 931 9010
q 8939 6562
u 1251 6693
m 1242 9421
u 4813 6992
m 5686 8418
q 448 984
m 7774 1746
u 890 7577
m 9621 7061
m 2064 7522
q 7035 9199
u 8447 7663
m 9434 6172
m 5384 8451
q 730 7571
u 4011 2428
q 6878 3651
m 139 5519
u 8258 172
q 2407 4083
m 7973 2469
m 256 8237
m 9476 4750
m 8160 3352
q 1542 9617
u 5432 2241
m 8778 6938
m 7679 3158
m 8620 5539
q 149 8704
q 261 8179
m 3447 1444
q 2500 631
m 8639 3896
m 8089 628
q 1061 7708
m 8267 8945
m 7369 8562
q 4878 5351
m 9742 4929
u 379 3423
m 2378 1517
u 8845 5383
m 4330 5539
m 202 7367
m 8766 2752
u 5948 7854
q 6150 6297
m 8327 2836
m 50 5204
m 2687 3169
q 7503 2979
m 5114 6659
m 9895 4996
m 2804 3807
u 2674 2499
q 6256 1205
m 3126 7850
u 1778 497
q 951 7070
u 6408 2452
u 1739 4511
m 5894 8980
m 3269 1436
u 4708 8960
u 3413 8902
u 2275 3706
u 1320 9440
u 2327 7579
m 3650 7870
m 4685 5367
q 6072 5949
q 3312 4391
q 4656 9482
m 9513 8833
m 3515 2607
m 377 4425
u 950 327
m 3867 8759
m 2226 2458
m 1910 5246
q 9593 2866
q 5765 6298
q 9416 3770
m 517 2356
q 1779 9371
u 4416 578
m 4014 4271
q 1654 7996
q 7719 6306
q 2225 6608
m 8652 524
q 7680 5826
u 5288 1860
q 2083 2153
q 7305 4004
q 8745 1110
m 8496 9034
q 7459 5451
u 1715 2009
q 4151 525
m 2933 183
u 4341 5120
q 2178 6041
m 9423 5976
q 670 4580
q 6170 8663
u 9791 7086
q 4913 1358
u 5004 9170
m 5044 8027
u 1593 7738
u 3591 8429
m 9308 67
u 95 9428
m 3247 2804
q 2977 2755
m 2273 6813
q 8692 5186
m 2145 1307
m 4342 3970
m 4727 6517
u 7732 1489
q 3033 8877
q 544 4809
m 4122 6124
q 4934 4799
m 6783 490
q 4348 9832
q 5486 7072
m 3542 8289
q 9554 3843
m 3110 6195
u 6336 3338
m 8611 7708
m 3465 2786
q 6933 5711
m 434 9239
u 9085 5143
m 449 3118
q 1408 5330
m 365 9262
m 6449 1862
u 185 6117
m 2997 7356
u 663 8053
m 7961 4602
q 592 4797
m 2105 1195
q 9484 4344
u 7451 6893
u 9896 5712
u 9994 3476
q 9905 7215
q 2869 9122
m 3307 1771
u 1989 9494
q 3996 5938
u 4892 9506
q 803 6730
m 668 6720
u 4681 6005
q 8087 6042
u 9088 5354
u 3248 3321
m 8814 2738
m 403 3512
u 9162 8996
m 4798 4215
u 8310 4624
m 2157 6829
m 1245 8906
q 6161 2049
m 9443 2694
m 8447 708
q 9164 5848
u 6829 6760
u 309 3795
q 3040 4921
q 4102 2545
m 731 6058
u 6704 4806
u 4515 9517
q 9069 5916
q 6942 6366
q 5475 8988
q 2227 3871
m 4413 4611
q 2377 7283
u 3739 7156
u 1905 2173
u 7409 3663
u 8547 9354
u 2638 1859
q 2739 1345
q 5705 474
q 2801 3596
m 9820 3405
u 5793 7887
q 1007 1673
q 1030 6365
u 1128 7065
q 6726 3027
q 7233 4173
u 3537 7591
u 3133 7879
u 7289 768
q 9936 9854
q 5386 9308
m 1764 6857
q 7135 395
q 1454 3068
m 6211 1979
u 2058 4211
q 2214 479
m 94 6875
u 2016 619
m 6487 4377
u 3975 914
q 7228 3713
u 2586 1949
u 8210 908
u 6144 5358
u 7141 2069
q 6654 531
m 7048 8200
m 5765 898
m 4282 9247
q 7381 534
q 8180 8917
q 217 6287
u 1174 6128
u 6824 4701
q 4706 960
u 389 3159
m 2230 2149
m 1642 1057
q 9604 4941
m 5901 9319
m 976 6644
q 3913 6036
q 7278 9715
u 9299 7198
u 7971 250
u 2603 154
u 3221 6572
u 8034 255
q 805 8984
u 2089 4664
u 234 1505
m 1311 9145
u 3668 6961
u 8179 3552
q 4845 7222
m 1639 5567
q 6684 6905
q 824 6262
q 7509 8703
u 3241 490
q 2446 3173
u 9208 292
m 5860 4102
u 919 6050
q 5449 4226
m 1024 8658
q 8736 9439
m 3718 5092
u 6875 8972
u 1562 9
u 4710 467
q 7478 7526
m 71 5445
m 9766 6270
m 4559 5246
u 1863 1182
q 2434 2967
m 8928 4963
u 2941 3709
m 5777 3689
q 3232 6575
m 6824 2720
m 6615 4831
q 4407 3888
q 6752 2862
u 5408 6584
u 3336 6399
q 9793 4317
u 6064 487
u 1710 5872
u 7135 5860
u 6236 7028
q 4354 6199
m 5415 6819
m 1480 9085
u 7863 3733
q 2006 8621
q 7564 6168
u 9136 1508
u 2931 9430
u 8009 5871
m 2651 1212
u 7566 3574
u 2783 1638
m 2851 9965
u 2509 8979
q 8965 2260
m 615 8437
m 6006 3358
q 1935 7793
q 574 7138
m 5104 1592
q 9641 652
q 9943 4304
u 1548 9313
q 106 7489
m 8396 4982
m 7774 6146
q 7136 2419
m 2297 4900
m 414 1497
q 4700 8973
q 2771 6947
m 9465 3996
q 4786 2931
m 6173 6253
m 3530 1798
m 8197 5460
m 5432 7596
m 534 7308
q 6044 5194
q 6698 5482
q 1247 4170
m 9627 1446
q 4088 4034
m 1206 5222
u 2255 1913
m 1721 3506
u 7018 8083
q 5536 1073
m 7052 2349
m 1427 962
q 2405 7510
u 187 7033
q 6590 1212
u 9939 4051
q 515 8163
m 500 3258
q 4053 1124
u 9943 4232
q 9040 4926
m 8525 1967
q 8930 2845
m 974 1960
m 6173 8824
q 2300 5678
u 6457 2483
m 3525 2015
u 7944 9837
u 3644 3754
m 2698 7644
q 4123 442
m 7537 5278
u 3607 3307
q 7574 1305
q 3141 9156
q 2064 1586
m 9157 2592
u 1590 9492
u 9622 2660
u 3516 5654
m 6621 7197
u 9071 1790
q 7272 5057
m 8237 8966
u 3902 968
m 4458 3803
m 9192 3942
u 5977 8607
u 2770 1990
m 4007 3427
u 9529 407
q 3876 5947
u 7591 6955
q 4745 9119
q 6239 6669
m 6360 3520
q 6658 5751
u 7780 8740
m 7469 2790
m 8061 7261
m 7930 5509
q 6282 2072
m 8294 4877
m 9803 6218
m 9989 6373
u 3133 4136
q 8373 3344
u 531 2979
q 3050 5170
q 294 3771
q 2098 3432
q 901 1321
u 5675 5301
m 3708 5614
m 8026 8266
q 3938 4685
m 1269 6209
u 6056 7428
u 4401 308
u 5866 8418
m 8847 9953
q 6109 2272
u 5150 1644
q 5528 3431
q 3268 9844
q 5645 1817
u 2363 5033
m 9426 5605
u 9126 7346
u 6414 723
q 849 8492
u 5302 9795
m 649 7503
q 6387 6525
u 8388 6017
u 3974 4939
m 7600 2180
u 8446 2451
m 3464 8839
q 5276 65
u 9743 3381
q 570 9209
q 3847 8183
u 4113 680
u 5077 2854
q 399 4777
u 6773 73
u 4721 4521
m 1948 7088
q 598 339
u 8139 9594
q 9585 1385
u 1751 5688
m 5300 152
q 6260 8433
q 2697 461
q 8032 7702
m 299 8778
m 8576 2248
m 4917 4693
m 7141 3835
u 2452 3002
m 5147 9951
u 7773 2266
q 5766 4693
q 5856 8646
m 6945 803
m 365 8126
m 9765 8085
m 3653 5174
m 6904 3270
m 9464 8327
q 6033 5256
u 9438 6523
q 2754 1696
q 5694 8879
u 631 7403
m 2035 6876
u 5877 3162
u 4501 4899
u 2927 6512
q 9567 7301
q 9009 5379
m 8748 9903
m 7287 2166
q 6199 1237
u 8998 8179
q 5346 218
m 2664 3213
m 8848 6907
q 9208 6757
m 6030 1611
u 9530 6623
m 2801 3526
u 3336 3993
u 3104 1743
q 9389 642
q 2303 8303
q 6616 8095
u 189 9246
u 1967 4147
u 2255 9468
u 3011 2295
u 9569 9298
u 2908 4214
q 8958 5243
u 8382 4109
q 5670 5195
q 446 2832
u 6452 8481
u 2471 9001
u 4106 4330
m 5801 7902
q 9711 21
m 6576 1324
m 6229 1104
m 4171 2103
u 2611 2676
u 289 8511
m 8255 2282
q 6870 7284
m 5478 874
m 880 2525
q 2728 7939
u 1922 4473
u 7090 1491
q 9845 3880
u 7450 9134
m 154 852
m 8459 197
u 7190 6896
u 5746 2791
q 4554 2938
m 728 7139
q 8116 6552
m 2789 9630
q 9788 5306
u 1862 6728
u 3336 3354
m 7926 8551
q 5317 6370
q 2863 6740
q 5686 2322
q 8268 6584
u 4120 1686
q 641 1887
u 308 3616
m 2793 2808
m 2221 9575
m 1859 1585
u 6207 9759
u 9597 5496
q 8982 9752
m 778 6867
u 5539 8939
u 4209 6393
q 3816 4437
u 1938 733
u 4061 3511
q 3320 4851
u 1721 7157
u 1504 547
u 2759 9395
q 9720 7429
u 707 8263
m 8667 2038
q 7542 4963
q 7872 9718
m 701 8897
u 9010 507
u 4156 9844
q 9594 14
m 1369 5211
m 592 3699
q 7326 4818
m 4296 554
q 3558 2211
m 5091 1280
q 3289 3804
m 2035 4771
u 2764 2211
q 3332 8360
u 7518 4529
q 9447 8401
q 6806 5109
q 6073 545
q 926 3004
u 2403 7402
q 5112 3375
q 4990 9648
q 4604 7793
m 741 3753
u 9766 6914
q 7913 9942
m 5702 4547
u 9435 7188
q 7590 3541
q 1028 8544
q 4248 1654
u 9308 2375
m 9626 9959
q 1310 2978
q 5205 6183
m 3278 6110
m 1493 7545
q 5458 4473
m 6043 4211
m 1289 7659
m 401 8275
u 4592 2836
u 7242 9372
u 1009 5293
u 1425 9430
m 9153 8389
q 3256 1023
q 617 7425
m 241 4567
q 3885 8304
u 8781 3755
m 3883 3696
u 527 2964
q 5553 4743
q 7950 1252
q 9133 2269
m 957 4199
q 2692 8377
q 9056 2013
q 6566 737
q 7101 6400
q 6432 6334
m 5539 1931
u 7655 4828
m 1425 7640
u 7110 2953
u 4672 9006
u 1357 9363
m 1877 7784
u 4817 9906
u 4137 4178
m 8203 9576
u 2723 416
u 3348 2821
u 7860 3883
m 2813 9475
q 570 9628
m 3527 9140
q 1483 1703
q 239 9684
q 5874 6666
u 4036 7197
m 7771 5317
q 8341 2985
m 72 2463
u 4872 7072
m 2415 8459
q 6172 6810
q 7370 3904
u 9660 3624
m 4753 1100
m 870 4102
q 9127 9284
m 9323 9052
q 3220 4576
u 3212 5363
u 7341 3151
m 4998 5083
u 9097 5029
q 1364 9399
m 2614 1602
u 3898 8489
u 8676 5179
q 3530 6349
u 6361 9127
m 2939 449
u 6722 6502
m 3108 4591
u 3186 4354
q 3394 6592
u 4306 6515
u 1910 5429
m 2535 697
u 9512 3571
q 6869 1237
m 9116 9584
q 816 7804
u 8542 533
q 4731 7041
q 63 9645
q 1128 7848
m 8829 4752
m 244 4653
q 5719 2305
m 6957 8030
q 4544 6566
q 6408 495
q 6775 2213
u 5145 4281
q 7482 6500
q 11 1929
q 3439 471
u 820 2485
u 2553 188
q 9833 3434
u 9235 3750
u 2639 1588
q 1569 5316
u 6353 6616
m 7650 6303
m 2758 5763
q 8573 5287
m 1145 2401
m 9529 9696
m 7866 9489
q 4327 7790
u 3447 7464
q 6526 353
m 242 7496
q 2208 7524
q 9151 2644
u 7857 8770
m 4485 2972
m 9299 4252
q 998 5243
u 3189 2797
u 1565 1993
u 9548 8296
u 474 5926
u 4565 881
m 9394 4578
q 1022 1329
u 1811 8838
q 9674 9664
u 2297 1725
q 2489 3045
m 5426 812
m 4417 206
m 6289 386
m 8738 6185
m 6461 2429
q 9154 5502
m 3649 2139
u 6996 291
m 4381 8316
m 756 4419
u 2217 6894
q 8444 1195
m 8172 3081
m 1605 664
m 3722 9309
q 4810 4695
q 7382 9167
q 7182 4548
u 9051 6008
q 5722 8969
q 5026 771
m 9067 2278
u 5474 8497
q 9706 2014
m 5013 1872
m 4817 1809
q 5381 5510
u 5054 8413
u 1741 7207
m 4720 8557
m 6659 8980
u 7623 4401
u 8909 8267
q 2417 4865
q 3371 1455
u 7162 3068
u 6833 1010
u 8962 4232
u 3952 3990
q 8356 6561
q 1352 8287
m 6628 5272
u 8142 9100
u 9154 2790
m 9217 4021
u 2526 9137
q 9813 1210
q 2407 3355
u 8348 5422
u 4147 1040
u 9784 232
q 3806 2466
u 9638 1553
u 119 5192
u 8057 595
m 5975 1012
m 3480 6328
u 5031 8370
u 3196 1537
m 7494 1380
m 4756 345
m 9231 3001
q 7342 9944
m 9374 5020
q 8149 196
m 2109 509
m 4793 4117
q 2821 9834
u 3306 4067
m 2364 7786
m 5070 1729
u 2024 5630
m 9816 9992
u 916 4395
m 6278 774
m 9655 7353
m 1377 9255
q 7781 6873
u 4254 9288
m 3203 796
u 6893 3548
m 8170 2338
m 2582 6935
q 6811 5123
u 4811 2224
q 451 2208
q 5965 7386
q 7422 2150
m 1708 5580
m 1571 3328
u 4548 9918
m 6402 9347
m 4149 2375
q 9841 3
u 7781 8212
m 1563 8642
u 3190 7876
m 883 8668
m 8070 7649
u 5903 4702
m 4036 4235
q 7101 9390
q 4711 8519
m 686 8740
m 9623 1490
u 8352 7034
u 9533 2201
m 1238 4914
m 9098 6316
m 9461 3818
q 1794 5477
m 1259 2742
q 549 2903
q 7457 5478
q 3810 6147
u 3661 4041
q 5968 3244
m 955 4712
q 6747 354
u 6108 2271
q 9998 6263
q 8290 4662
m 8873 8026
q 4479 4422
m 6108 3166
q 4003 6228
q 4372 4260
q 1065 6207
m 2924 981
m 1806 9467
m 7392 4414
q 5412 7493
u 4251 5463
m 7280 7426
u 6744 9300
q 4463 1904
q 7859 7817
u 708 2031
q 8239 3953
q 2682 3661
u 5350 4576
m 8587 450
q 4956 2268
m 5179 7541
u 1600 4762
q 4356 2823
q 8152 8550
u 6288 4192
q 2543 8290
u 7037 1182
u 8542 5911
m 5884 9149
u 5035 6629
q 9263 6353
q 9367 801
q 3495 1607
u 980 921
m 8528 6457
m 56 5925
u 6309 6575
u 9796 6437
q 587 2853
q 33 458
m 4544 3946
q 2250 2834
u 4931 8065
m 9740 388
u 3721 7406
u 2087 9512
u 5389 966
q 3624 5386
u 7041 5029
q 1585 4462
q 8771 1052
m 7800 2617
q 4414 8773
q 9915 7905
q 5693 1969
m 4612 5709
u 9537 8434
u 5013 2062
q 2931 2397
m 4850 310
q 9083 794
u 7117 5874
q 1367 4876
m 5610 9359
u 5895 1989
u 7530 613
u 5686 959
m 1980 449
m 7883 9086
q 6248 2638
q 5909 5495
u 1207 9967
m 7023 5033
q 2941 2841
m 752 3143
u 6976 1604
u 9400 8986
u 3408 9245
q 4710 7501
u 7652 2432
m 3606 8582
q 9080 659
u 3817 8788
u 2163 6856
q 4321 546
u 7424 9736
q 5834 8770
q 2738 3251
q 5706 5261
u 1374 2091
q 9851 161
q 660 3466
u 5237 7540
q 7234 7129
m 2036 3236
q 8941 1631
u 8347 7369
q 4841 3853
u 5839 4432
m 4381 3575
u 8742 8024
m 3670 5469
u 4968 7053
u 8780 6250
q 9742 7679
u 3570 520
q 6020 6032
m 4303 3567
u 2151 9008
q 6680 3763
m 8507 3470
m 4830 6510
u 101 3661
u 4999 7594
u 5417 2375
u 7944 6678
m 6943 263
u 9853 7211
m 1062 7876
m 6990 598
m 6248 813
m 2069 149
m 8014 406
q 1071 687
q 7685 8709
q 6741 9464
m 388 4485
u 654 6734
m 2336 1713
m 7214 9070
u 9400 6842
m 8246 5600
q 9362 6344
m 2137 1583
q 5088 4130
q 7373 6583
u 6359 3431
m 4275 8665
m 5579 6648
q 7589 2930
q 9011 9307
m 2317 4198
u 137 7893
m 2276 3553
u 1946 7989
u 7018 9855
m 2894 767
q 4932 4238
u 8661 1378
u 1725 4246
u 4798 4515
u 387 3648
m 8919 6733
q 727 9545
m 3323 5337
q 6688 6833
q 1399 8538
u 1474 2602
m 8114 6426
u 7527 6088
m 7648 2408
u 5765 9475
q 9789 5688
m 659 9082
m 4252 7532
m 9133 6175
m 8778 5363
u 8806 1810
q 9783 2061
m 2604 4043
m 4689 7851
u 6143 3719
u 8743 6601
q 6313 2514
q 6746 9216
q 6208 7925
m 9729 1419
m 92 9487
q 6821 1466
q 8802 5628
q 8286 1725
q 2396 821
u 5213 9325
u 7247 9422
m 4916 5129
q 3343 3
u 9805 4420
m 1506 4861
m 8568 6687
u 4694 3483
u 91 6624
u 7478 9081
m 4793 1851
m 3018 3225
m 8537 3814
q 1057 2560
m 2464 1310
u 5422 5320
q 2976 6892
u 2612 7926
m 9386 3118
q 1915 8376
m 3313 3814
u 6776 9324
m 1328 2644
u 9018 1715
q 8476 9513
u 4000 4566
u 3062 154
q 1658 9030
q 2794 354
q 1230 9469
q 9191 2918
q 1719 2084
m 719 4412
m 604 1900
q 6873 1134
u 3274 2206
q 6703 6181
u 274 1262
q 9988 6112
u 5531 5415
q 1113 3187
q 3493 3597
u 9237 6149
m 2440 5836
q 6938 5953
m 2571 4974
m 4057 2076
m 5177 4568
u 9985 9912
q 3968 1472
m 749 3350
m 202 9036
m 6968 8020
q 77 1533
u 3161 6250
q 7547 3141
q 1803 860
m 9006 6031
q 1573 9630
m 7216 6975
q 4489 4213
u 5125 812
q 7291 6951
u 3896 5632
u 6224 588
q 6968 8869
m 4147 6215
m 4676 2631
u 3102 8966
u 9290 9537
m 2454 9177
u 9791 954
u 3290 3151
q 3905 9455
m 2946 4147
q 28 3975
q 5930 6211
m 2045 8945
m 4211 8352
u 8920 3033
u 7174 6724
m 7113 5276
m 954 3840
q 9173 1812
m 5138 2161
u 8265 8324
u 991 8981
q 7064 1172
m 2753 1222
u 2839 7757
u 6874 1780
m 1641 7079
u 9710 7598
q 4099 7333
q 1303 2109
m 1101 4195
u 3613 8667
q 2109 9974
q 719 5440
m 6345 8041
m 2726 6981
m 6681 1504
q 74 310
m 4492 1024
u 1322 2047
u 5671 9292
m 7610 6272
u 2593 8678
m 1846 7130
q 9732 9203
q 3291 1447
q 1545 1993
u 3661 1692
u 6170 8694
q 4654 5848
m 9978 6892
m 1531 3033
u 7145 6959
m 2637 4594
u 1934 9612
m 3452 3187
m 3943 7276
q 849 8935
q 5346 4681
q 6532 6857
u 5986 965
q 742 6212
u 3392 5562
u 9216 4498
u 3240 3067
q 4967 9142
m 2116 2977
q 4387 2590
u 568 6649
q 5229 7714
u 8416 3173
u 323 5663
q 7505 9648
u 9771 184
u 4581 1830
q 7690 3201
u 9548 2594
q 5373 9597
q 3143 5203
m 2241 7867
u 6047 1033
u 3798 826
m 2003 831
u 3790 6552
q 3159 409
u 9840 2286
m 3159 1705
q 3816 7759
m 6442 1784
u 3846 3060
q 758 7826
q 3384 3107
q 5200 870
q 6069 7144
q 9343 8849
u 1992 9152
u 4933 4464
q 5721 420
m 8017 554
q 7200 7531
q 5093 8359
q 1691 683
u 9910 6069
u 595 8397
q 9676 7735
u 8575 7880
m 8753 9363
u 7313 4195
q 8879 7818
q 6500 3198
q 8558 1139
q 174 6766
q 4275 418
q 2844 4547
q 9276 1481
m 1529 714
u 1026 1662
m 9908 8963
m 5569 2903
m 7647 8293
q 700 2237
m 5669 9862
u 9186 1614
q 7462 2342
q 7369 1734
u 7519 6261
m 1077 8004
u 5982 7295
q 7904 1153
m 2879 1383
u 6110 7201
u 6858 6761
u 1372 3607
u 911 3388
q 9067 1373
m 7637 4739
u 5539 3820
u 2596 9723
u 7300 1240
q 1736 2015
q 9900 2278
m 5869 9046
u 6106 7780
m 9697 2048
u 2100 302
m 1982 2831
u 5346 9848
u 854 1212
u 7283 1499
u 3956 8974
u 2231 6195
q 5647 6658
q 505 390
q 9178 6345
m 9634 8424
u 3306 9920
u 8216 5409
u 7969 5559
m 9199 5312
q 7952 8828
m 1413 5961
m 1606 9130
